CaseID,ThermoID,ThermoValue
884,THERMOc,29
884,THERMOd,1
884,THERMOe,17
884,THERMOf,31
884,THERMOg,1
884,THERMOh,6
885,THERMOa,19
885,THERMOb,43
885,THERMOc,58
885,THERMOd,42
885,THERMOe,41
885,THERMOf,34
885,THERMOg,18
885,THERMOh,23
886,THERMOa,50
886,THERMOb,14
886,THERMOc,29
886,THERMOd,49
886,THERMOe,26
886,THERMOf,29
886,THERMOg,50
886,THERMOh,35
888,THERMOa,33
888,THERMOb,59
888,THERMOc,58
888,THERMOd,58
888,THERMOe,57
888,THERMOf,46
888,THERMOg,55
888,THERMOh,53
890,THERMOa,26
890,THERMOb,40
890,THERMOc,47
890,THERMOd,46
890,THERMOe,50
890,THERMOf,34
890,THERMOg,41
890,THERMOh,35
893,THERMOa,17
893,THERMOb,48
893,THERMOc,52
893,THERMOd,46
893,THERMOe,50
893,THERMOf,42
893,THERMOg,21
893,THERMOh,46
894,THERMOa,19
894,THERMOb,59
894,THERMOc,29
894,THERMOd,42
894,THERMOe,28
894,THERMOf,31
894,THERMOg,55
894,THERMOh,23
895,THERMOa,47
895,THERMOb,43
895,THERMOc,43
895,THERMOd,57
895,THERMOe,57
895,THERMOf,42
895,THERMOg,31
895,THERMOh,46
898,THERMOa,47
898,THERMOb,28
898,THERMOc,18
898,THERMOd,42
898,THERMOe,11
898,THERMOf,1
898,THERMOg,42
898,THERMOh,23
900,THERMOa,50
900,THERMOb,2
900,THERMOc,36
900,THERMOd,46
900,THERMOe,2
900,THERMOf,2
900,THERMOg,41
900,THERMOh,35
901,THERMOa,33
901,THERMOb,28
901,THERMOc,29
901,THERMOd,27
901,THERMOe,28
901,THERMOf,31
901,THERMOg,31
901,THERMOh,23
902,THERMOa,21
902,THERMOb,52
902,THERMOc,47
902,THERMOd,38
902,THERMOe,50
902,THERMOf,31
902,THERMOg,21
902,THERMOh,23
903,THERMOa,21
903,THERMOb,23
903,THERMOc,29
903,THERMOd,27
903,THERMOe,28
903,THERMOf,31
903,THERMOg,21
903,THERMOh,23
905,THERMOa,55
905,THERMOb,1
905,THERMOc,24
905,THERMOd,53
905,THERMOe,17
905,THERMOf,31
905,THERMOg,31
905,THERMOh,23
908,THERMOa,33
908,THERMOb,1
908,THERMOc,29
908,THERMOd,58
908,THERMOe,1
908,THERMOf,31
908,THERMOg,55
908,THERMOh,23
909,THERMOa,55
909,THERMOb,52
909,THERMOc,52
909,THERMOd,53
909,THERMOe,50
909,THERMOf,42
909,THERMOg,50
909,THERMOh,46
910,THERMOa,50
910,THERMOb,43
910,THERMOc,47
910,THERMOd,53
910,THERMOe,35
910,THERMOf,37
910,THERMOg,42
910,THERMOh,38
911,THERMOa,1
911,THERMOb,35
911,THERMOc,58
911,THERMOd,27
911,THERMOe,28
911,THERMOf,46
911,THERMOg,1
911,THERMOh,1
912,THERMOa,11
912,THERMOb,47
912,THERMOc,41
912,THERMOd,38
912,THERMOe,50
912,THERMOf,36
912,THERMOg,10
912,THERMOh,14
913,THERMOa,39
913,THERMOb,47
913,THERMOc,52
913,THERMOd,46
913,THERMOe,50
913,THERMOf,46
913,THERMOg,36
913,THERMOh,46
914,THERMOa,39
914,THERMOb,23
914,THERMOc,41
914,THERMOd,49
914,THERMOe,41
914,THERMOf,19
914,THERMOg,42
914,THERMOh,38
916,THERMOa,1
916,THERMOb,28
916,THERMOc,49
916,THERMOd,23
916,THERMOe,53
916,THERMOf,43
916,THERMOg,1
916,THERMOh,14
917,THERMOa,33
917,THERMOb,28
917,THERMOc,29
917,THERMOd,27
917,THERMOe,28
917,THERMOf,31
917,THERMOg,31
917,THERMOh,23
918,THERMOa,55
918,THERMOb,9
918,THERMOc,24
918,THERMOd,46
918,THERMOe,28
918,THERMOf,31
918,THERMOg,45
918,THERMOh,42
919,THERMOa,1
919,THERMOb,35
919,THERMOc,29
919,THERMOd,16
919,THERMOe,45
919,THERMOf,39
919,THERMOg,1
919,THERMOh,23
920,THERMOa,55
920,THERMOb,59
920,THERMOc,58
920,THERMOd,53
920,THERMOe,57
920,THERMOf,46
920,THERMOg,55
920,THERMOh,53
921,THERMOa,33
921,THERMOb,28
921,THERMOc,29
921,THERMOd,53
921,THERMOe,57
921,THERMOf,31
921,THERMOg,2
921,THERMOh,23
923,THERMOa,47
923,THERMOb,28
923,THERMOc,57
923,THERMOd,54
923,THERMOe,42
923,THERMOf,31
923,THERMOg,42
923,THERMOh,45
925,THERMOa,46
925,THERMOb,28
925,THERMOc,29
925,THERMOd,54
925,THERMOe,19
925,THERMOf,31
925,THERMOg,45
925,THERMOh,42
926,THERMOa,1
926,THERMOb,55
926,THERMOc,29
926,THERMOd,16
926,THERMOe,28
926,THERMOf,19
926,THERMOg,3
926,THERMOh,3
928,THERMOa,1
928,THERMOb,59
928,THERMOc,29
928,THERMOd,27
928,THERMOe,57
928,THERMOf,46
928,THERMOg,55
928,THERMOh,53
929,THERMOa,6
929,THERMOb,37
929,THERMOc,52
929,THERMOd,46
929,THERMOe,45
929,THERMOf,37
929,THERMOg,23
929,THERMOh,26
935,THERMOa,19
935,THERMOb,52
935,THERMOc,52
935,THERMOd,53
935,THERMOe,50
935,THERMOf,42
935,THERMOg,42
935,THERMOh,46
936,THERMOa,33
936,THERMOb,28
936,THERMOc,58
936,THERMOd,58
936,THERMOe,57
936,THERMOf,1
936,THERMOg,1
936,THERMOh,1
937,THERMOa,1
937,THERMOb,43
937,THERMOc,43
937,THERMOd,27
937,THERMOe,41
937,THERMOf,37
937,THERMOg,18
937,THERMOh,38
938,THERMOa,6
938,THERMOb,52
938,THERMOc,47
938,THERMOd,23
938,THERMOe,45
938,THERMOf,42
938,THERMOg,6
938,THERMOh,46
939,THERMOa,1
939,THERMOb,43
939,THERMOc,43
939,THERMOd,1
939,THERMOe,35
939,THERMOf,31
939,THERMOg,31
939,THERMOh,23
941,THERMOa,39
941,THERMOb,35
941,THERMOc,29
941,THERMOd,33
941,THERMOe,19
941,THERMOf,31
941,THERMOg,31
941,THERMOh,23
942,THERMOa,26
942,THERMOb,47
942,THERMOc,52
942,THERMOd,53
942,THERMOe,50
942,THERMOf,31
942,THERMOg,31
942,THERMOh,35
943,THERMOa,33
943,THERMOb,18
943,THERMOc,38
943,THERMOd,53
943,THERMOe,33
943,THERMOf,31
943,THERMOg,31
943,THERMOh,42
944,THERMOa,33
944,THERMOb,28
944,THERMOc,29
944,THERMOd,27
944,THERMOe,28
944,THERMOf,31
944,THERMOg,31
944,THERMOh,23
946,THERMOa,19
946,THERMOb,28
946,THERMOc,29
946,THERMOd,27
946,THERMOe,28
946,THERMOf,31
946,THERMOg,16
946,THERMOh,14
951,THERMOa,33
951,THERMOb,43
951,THERMOc,43
951,THERMOd,42
951,THERMOe,41
951,THERMOf,37
951,THERMOg,18
951,THERMOh,31
954,THERMOa,19
954,THERMOb,43
954,THERMOc,47
954,THERMOd,46
954,THERMOe,45
954,THERMOf,31
954,THERMOg,36
954,THERMOh,23
956,THERMOa,47
956,THERMOb,43
956,THERMOc,20
956,THERMOd,53
956,THERMOe,3
956,THERMOf,35
956,THERMOg,55
956,THERMOh,53
958,THERMOa,55
958,THERMOb,28
958,THERMOc,45
958,THERMOd,58
958,THERMOe,11
958,THERMOf,39
958,THERMOg,54
958,THERMOh,52
960,THERMOa,47
960,THERMOb,37
960,THERMOc,36
960,THERMOd,54
960,THERMOe,31
960,THERMOf,31
960,THERMOg,31
960,THERMOh,48
962,THERMOa,17
962,THERMOb,40
962,THERMOc,36
962,THERMOd,13
962,THERMOe,50
962,THERMOf,31
962,THERMOg,1
962,THERMOh,23
963,THERMOa,1
963,THERMOb,52
963,THERMOc,52
963,THERMOd,42
963,THERMOe,50
963,THERMOf,19
963,THERMOg,1
963,THERMOh,15
964,THERMOa,11
964,THERMOb,35
964,THERMOc,43
964,THERMOd,27
964,THERMOe,45
964,THERMOf,37
964,THERMOg,10
964,THERMOh,23
965,THERMOa,47
965,THERMOb,1
965,THERMOc,1
965,THERMOd,58
965,THERMOe,1
965,THERMOf,16
965,THERMOg,55
965,THERMOh,23
967,THERMOa,6
967,THERMOb,47
967,THERMOc,52
967,THERMOd,38
967,THERMOe,26
967,THERMOf,29
967,THERMOg,6
967,THERMOh,20
968,THERMOa,11
968,THERMOb,47
968,THERMOc,52
968,THERMOd,17
968,THERMOe,50
968,THERMOf,29
968,THERMOg,18
968,THERMOh,23
969,THERMOa,33
969,THERMOb,28
969,THERMOc,52
969,THERMOd,53
969,THERMOe,45
969,THERMOf,34
969,THERMOg,50
969,THERMOh,46
970,THERMOa,6
970,THERMOb,57
970,THERMOc,49
970,THERMOd,53
970,THERMOe,56
970,THERMOf,39
970,THERMOg,1
970,THERMOh,20
971,THERMOa,21
971,THERMOb,23
971,THERMOc,29
971,THERMOd,27
971,THERMOe,28
971,THERMOf,31
971,THERMOg,21
971,THERMOh,20
972,THERMOa,55
972,THERMOb,14
972,THERMOc,52
972,THERMOd,58
972,THERMOe,50
972,THERMOf,31
972,THERMOg,55
972,THERMOh,46
975,THERMOa,55
975,THERMOb,28
975,THERMOc,47
975,THERMOd,49
975,THERMOe,19
975,THERMOf,29
975,THERMOg,41
975,THERMOh,42
976,THERMOa,11
976,THERMOb,40
976,THERMOc,29
976,THERMOd,53
976,THERMOe,45
976,THERMOf,31
976,THERMOg,31
976,THERMOh,23
978,THERMOa,26
978,THERMOb,35
978,THERMOc,29
978,THERMOd,30
978,THERMOe,33
978,THERMOf,31
978,THERMOg,28
978,THERMOh,23
983,THERMOa,39
983,THERMOb,18
983,THERMOc,41
983,THERMOd,38
983,THERMOe,28
983,THERMOf,31
983,THERMOg,31
983,THERMOh,23
985,THERMOa,1
985,THERMOb,59
985,THERMOc,29
985,THERMOd,1
985,THERMOe,28
985,THERMOf,1
985,THERMOg,55
985,THERMOh,53
986,THERMOa,45
986,THERMOb,41
986,THERMOc,36
986,THERMOd,38
986,THERMOe,41
986,THERMOf,31
986,THERMOg,18
986,THERMOh,23
987,THERMOa,47
987,THERMOb,28
987,THERMOc,29
987,THERMOd,42
987,THERMOe,28
987,THERMOf,37
987,THERMOg,42
987,THERMOh,38
989,THERMOa,50
989,THERMOb,35
989,THERMOc,52
989,THERMOd,58
989,THERMOe,45
989,THERMOf,36
989,THERMOg,41
989,THERMOh,46
991,THERMOa,33
991,THERMOb,28
991,THERMOc,43
991,THERMOd,58
991,THERMOe,33
991,THERMOf,31
991,THERMOg,31
991,THERMOh,23
993,THERMOa,33
993,THERMOb,28
993,THERMOc,41
993,THERMOd,27
993,THERMOe,28
993,THERMOf,31
993,THERMOg,31
993,THERMOh,42
994,THERMOa,28
994,THERMOb,28
994,THERMOc,43
994,THERMOd,42
994,THERMOe,41
994,THERMOf,37
994,THERMOg,31
994,THERMOh,38
996,THERMOa,33
996,THERMOb,28
996,THERMOc,43
996,THERMOd,42
996,THERMOe,45
996,THERMOf,29
996,THERMOg,31
996,THERMOh,23
997,THERMOa,19
997,THERMOb,43
997,THERMOc,52
997,THERMOd,27
997,THERMOe,45
997,THERMOf,31
997,THERMOg,31
997,THERMOh,23
998,THERMOa,33
998,THERMOb,28
998,THERMOc,29
998,THERMOd,58
998,THERMOe,19
998,THERMOf,31
998,THERMOg,31
998,THERMOh,23
1000,THERMOa,47
1000,THERMOb,1
1000,THERMOc,1
1000,THERMOd,49
1000,THERMOe,1
1000,THERMOf,1
1000,THERMOg,31
1000,THERMOh,23
1002,THERMOa,47
1002,THERMOb,17
1002,THERMOc,29
1002,THERMOd,58
1002,THERMOe,26
1002,THERMOf,31
1002,THERMOg,1
1002,THERMOh,23
1003,THERMOa,11
1003,THERMOb,43
1003,THERMOc,29
1003,THERMOd,15
1003,THERMOe,38
1003,THERMOf,39
1003,THERMOg,16
1003,THERMOh,23
1009,THERMOa,21
1009,THERMOb,47
1009,THERMOc,52
1009,THERMOd,46
1009,THERMOe,28
1009,THERMOf,37
1009,THERMOg,31
1009,THERMOh,38
1010,THERMOa,46
1010,THERMOb,3
1010,THERMOc,17
1010,THERMOd,54
1010,THERMOe,6
1010,THERMOf,13
1010,THERMOg,52
1010,THERMOh,46
1011,THERMOa,1
1011,THERMOb,43
1011,THERMOc,47
1011,THERMOd,27
1011,THERMOe,11
1011,THERMOf,31
1011,THERMOg,31
1011,THERMOh,53
1012,THERMOa,11
1012,THERMOb,47
1012,THERMOc,47
1012,THERMOd,46
1012,THERMOe,38
1012,THERMOf,39
1012,THERMOg,41
1012,THERMOh,53
1015,THERMOa,1
1015,THERMOb,59
1015,THERMOc,54
1015,THERMOd,54
1015,THERMOe,57
1015,THERMOf,43
1015,THERMOg,42
1015,THERMOh,53
1016,THERMOa,21
1016,THERMOb,28
1016,THERMOc,43
1016,THERMOd,58
1016,THERMOe,41
1016,THERMOf,31
1016,THERMOg,21
1016,THERMOh,23
1017,THERMOa,1
1017,THERMOb,1
1017,THERMOc,1
1017,THERMOd,6
1017,THERMOe,1
1017,THERMOf,1
1017,THERMOg,1
1017,THERMOh,10
1018,THERMOa,37
1018,THERMOb,26
1018,THERMOc,52
1018,THERMOd,46
1018,THERMOe,33
1018,THERMOf,31
1018,THERMOg,46
1018,THERMOh,38
1022,THERMOa,1
1022,THERMOb,28
1022,THERMOc,58
1022,THERMOd,46
1022,THERMOe,45
1022,THERMOf,31
1022,THERMOg,31
1022,THERMOh,23
1023,THERMOa,1
1023,THERMOb,52
1023,THERMOc,47
1023,THERMOd,23
1023,THERMOe,45
1023,THERMOf,37
1023,THERMOg,16
1023,THERMOh,38
1024,THERMOa,28
1024,THERMOb,47
1024,THERMOc,29
1024,THERMOd,46
1024,THERMOe,41
1024,THERMOf,31
1024,THERMOg,10
1024,THERMOh,23
1025,THERMOa,1
1025,THERMOb,59
1025,THERMOc,58
1025,THERMOd,58
1025,THERMOe,57
1025,THERMOf,46
1025,THERMOg,1
1025,THERMOh,38
1026,THERMOa,21
1026,THERMOb,40
1026,THERMOc,29
1026,THERMOd,33
1026,THERMOe,33
1026,THERMOf,31
1026,THERMOg,21
1026,THERMOh,1
1027,THERMOa,36
1027,THERMOb,39
1027,THERMOc,56
1027,THERMOd,52
1027,THERMOe,38
1027,THERMOf,42
1027,THERMOg,10
1027,THERMOh,35
1029,THERMOa,1
1029,THERMOb,59
1029,THERMOc,58
1029,THERMOd,27
1029,THERMOe,57
1029,THERMOf,46
1029,THERMOg,55
1029,THERMOh,53
1030,THERMOa,39
1030,THERMOb,9
1030,THERMOc,20
1030,THERMOd,53
1030,THERMOe,38
1030,THERMOf,36
1030,THERMOg,50
1030,THERMOh,46
1032,THERMOa,1
1032,THERMOb,48
1032,THERMOc,47
1032,THERMOd,46
1032,THERMOe,41
1032,THERMOf,39
1032,THERMOg,1
1032,THERMOh,38
1036,THERMOa,1
1036,THERMOb,17
1036,THERMOc,18
1036,THERMOd,16
1036,THERMOe,1
1036,THERMOf,1
1036,THERMOg,18
1036,THERMOh,15
1037,THERMOa,37
1037,THERMOb,28
1037,THERMOc,41
1037,THERMOd,42
1037,THERMOe,28
1037,THERMOf,34
1037,THERMOg,45
1037,THERMOh,35
1038,THERMOa,33
1038,THERMOb,28
1038,THERMOc,47
1038,THERMOd,58
1038,THERMOe,28
1038,THERMOf,16
1038,THERMOg,31
1038,THERMOh,23
1039,THERMOa,1
1039,THERMOb,59
1039,THERMOc,29
1039,THERMOd,15
1039,THERMOe,28
1039,THERMOf,1
1039,THERMOg,1
1039,THERMOh,53
1040,THERMOa,19
1040,THERMOb,43
1040,THERMOc,52
1040,THERMOd,53
1040,THERMOe,45
1040,THERMOf,31
1040,THERMOg,31
1040,THERMOh,38
1042,THERMOa,55
1042,THERMOb,14
1042,THERMOc,29
1042,THERMOd,46
1042,THERMOe,19
1042,THERMOf,11
1042,THERMOg,55
1042,THERMOh,23
1043,THERMOa,50
1043,THERMOb,18
1043,THERMOc,11
1043,THERMOd,58
1043,THERMOe,19
1043,THERMOf,36
1043,THERMOg,41
1043,THERMOh,35
1045,THERMOa,50
1045,THERMOb,14
1045,THERMOc,29
1045,THERMOd,54
1045,THERMOe,33
1045,THERMOf,31
1045,THERMOg,50
1045,THERMOh,43
1047,THERMOa,61
1047,THERMOb,52
1047,THERMOc,58
1047,THERMOd,58
1047,THERMOe,50
1047,THERMOf,39
1047,THERMOg,55
1047,THERMOh,53
1048,THERMOa,3
1048,THERMOb,4
1048,THERMOc,8
1048,THERMOd,4
1048,THERMOe,9
1048,THERMOf,6
1048,THERMOg,1
1048,THERMOh,2
1051,THERMOa,11
1051,THERMOb,59
1051,THERMOc,58
1051,THERMOd,27
1051,THERMOe,57
1051,THERMOf,31
1051,THERMOg,31
1051,THERMOh,53
1052,THERMOa,50
1052,THERMOb,40
1052,THERMOc,47
1052,THERMOd,42
1052,THERMOe,41
1052,THERMOf,21
1052,THERMOg,10
1052,THERMOh,23
1055,THERMOa,33
1055,THERMOb,26
1055,THERMOc,29
1055,THERMOd,42
1055,THERMOe,28
1055,THERMOf,31
1055,THERMOg,31
1055,THERMOh,23
1056,THERMOa,14
1056,THERMOb,48
1056,THERMOc,49
1056,THERMOd,49
1056,THERMOe,46
1056,THERMOf,37
1056,THERMOg,13
1056,THERMOh,43
1057,THERMOa,26
1057,THERMOb,35
1057,THERMOc,52
1057,THERMOd,46
1057,THERMOe,45
1057,THERMOf,6
1057,THERMOg,21
1057,THERMOh,10
1060,THERMOa,46
1060,THERMOb,48
1060,THERMOc,47
1060,THERMOd,54
1060,THERMOe,41
1060,THERMOf,41
1060,THERMOg,46
1060,THERMOh,43
1064,THERMOa,14
1064,THERMOb,48
1064,THERMOc,47
1064,THERMOd,35
1064,THERMOe,41
1064,THERMOf,34
1064,THERMOg,31
1064,THERMOh,28
1068,THERMOa,47
1068,THERMOb,1
1068,THERMOc,29
1068,THERMOd,46
1068,THERMOe,1
1068,THERMOf,1
1068,THERMOg,50
1068,THERMOh,42
1070,THERMOa,21
1070,THERMOb,40
1070,THERMOc,52
1070,THERMOd,33
1070,THERMOe,38
1070,THERMOf,31
1070,THERMOg,31
1070,THERMOh,28
1071,THERMOa,33
1071,THERMOb,28
1071,THERMOc,29
1071,THERMOd,42
1071,THERMOe,28
1071,THERMOf,31
1071,THERMOg,31
1071,THERMOh,23
1072,THERMOa,21
1072,THERMOb,35
1072,THERMOc,58
1072,THERMOd,33
1072,THERMOe,28
1072,THERMOf,31
1072,THERMOg,1
1072,THERMOh,10
1073,THERMOa,21
1073,THERMOb,40
1073,THERMOc,47
1073,THERMOd,15
1073,THERMOe,38
1073,THERMOf,36
1073,THERMOg,41
1073,THERMOh,28
1076,THERMOa,26
1076,THERMOb,52
1076,THERMOc,54
1076,THERMOd,27
1076,THERMOe,45
1076,THERMOf,37
1076,THERMOg,36
1076,THERMOh,35
1077,THERMOa,26
1077,THERMOb,47
1077,THERMOc,49
1077,THERMOd,38
1077,THERMOe,46
1077,THERMOf,29
1077,THERMOg,10
1077,THERMOh,20
1078,THERMOa,1
1078,THERMOb,52
1078,THERMOc,2
1078,THERMOd,46
1078,THERMOe,23
1078,THERMOf,42
1078,THERMOg,31
1078,THERMOh,46
1079,THERMOa,17
1079,THERMOb,47
1079,THERMOc,20
1079,THERMOd,53
1079,THERMOe,28
1079,THERMOf,36
1079,THERMOg,41
1079,THERMOh,42
1080,THERMOa,39
1080,THERMOb,1
1080,THERMOc,11
1080,THERMOd,58
1080,THERMOe,18
1080,THERMOf,16
1080,THERMOg,55
1080,THERMOh,48
1084,THERMOa,21
1084,THERMOb,28
1084,THERMOc,47
1084,THERMOd,38
1084,THERMOe,45
1084,THERMOf,34
1084,THERMOg,16
1084,THERMOh,14
1087,THERMOa,11
1087,THERMOb,9
1087,THERMOc,43
1087,THERMOd,38
1087,THERMOe,50
1087,THERMOf,31
1087,THERMOg,10
1087,THERMOh,23
1089,THERMOa,33
1089,THERMOb,23
1089,THERMOc,29
1089,THERMOd,46
1089,THERMOe,38
1089,THERMOf,35
1089,THERMOg,38
1089,THERMOh,35
1090,THERMOa,21
1090,THERMOb,40
1090,THERMOc,47
1090,THERMOd,53
1090,THERMOe,38
1090,THERMOf,39
1090,THERMOg,45
1090,THERMOh,42
1092,THERMOa,1
1092,THERMOb,59
1092,THERMOc,58
1092,THERMOd,23
1092,THERMOe,50
1092,THERMOf,31
1092,THERMOg,21
1092,THERMOh,23
1096,THERMOa,4
1096,THERMOb,8
1096,THERMOc,8
1096,THERMOd,6
1096,THERMOe,6
1096,THERMOf,9
1096,THERMOg,9
1096,THERMOh,9
1097,THERMOa,37
1097,THERMOb,18
1097,THERMOc,24
1097,THERMOd,42
1097,THERMOe,19
1097,THERMOf,29
1097,THERMOg,31
1097,THERMOh,23
1098,THERMOa,12
1098,THERMOb,17
1098,THERMOc,58
1098,THERMOd,42
1098,THERMOe,57
1098,THERMOf,46
1098,THERMOg,31
1098,THERMOh,23
1101,THERMOa,33
1101,THERMOb,28
1101,THERMOc,29
1101,THERMOd,54
1101,THERMOe,28
1101,THERMOf,42
1101,THERMOg,55
1101,THERMOh,53
1102,THERMOa,33
1102,THERMOb,28
1102,THERMOc,17
1102,THERMOd,46
1102,THERMOe,19
1102,THERMOf,31
1102,THERMOg,41
1102,THERMOh,23
1104,THERMOa,51
1104,THERMOb,18
1104,THERMOc,11
1104,THERMOd,57
1104,THERMOe,11
1104,THERMOf,21
1104,THERMOg,31
1104,THERMOh,28
1105,THERMOa,19
1105,THERMOb,43
1105,THERMOc,58
1105,THERMOd,46
1105,THERMOe,45
1105,THERMOf,39
1105,THERMOg,20
1105,THERMOh,42
1108,THERMOa,6
1108,THERMOb,6
1108,THERMOc,4
1108,THERMOd,9
1108,THERMOe,4
1108,THERMOf,2
1108,THERMOg,2
1108,THERMOh,6
1109,THERMOa,1
1109,THERMOb,59
1109,THERMOc,58
1109,THERMOd,46
1109,THERMOe,50
1109,THERMOf,39
1109,THERMOg,10
1109,THERMOh,42
1110,THERMOa,47
1110,THERMOb,1
1110,THERMOc,43
1110,THERMOd,58
1110,THERMOe,18
1110,THERMOf,1
1110,THERMOg,1
1110,THERMOh,38
1112,THERMOa,55
1112,THERMOb,18
1112,THERMOc,41
1112,THERMOd,58
1112,THERMOe,33
1112,THERMOf,39
1112,THERMOg,52
1112,THERMOh,46
1115,THERMOa,1
1115,THERMOb,28
1115,THERMOc,58
1115,THERMOd,46
1115,THERMOe,28
1115,THERMOf,42
1115,THERMOg,50
1115,THERMOh,46
1116,THERMOa,55
1116,THERMOb,1
1116,THERMOc,11
1116,THERMOd,46
1116,THERMOe,1
1116,THERMOf,37
1116,THERMOg,42
1116,THERMOh,38
1118,THERMOa,33
1118,THERMOb,59
1118,THERMOc,58
1118,THERMOd,58
1118,THERMOe,57
1118,THERMOf,46
1118,THERMOg,55
1118,THERMOh,46
1122,THERMOa,21
1122,THERMOb,40
1122,THERMOc,47
1122,THERMOd,46
1122,THERMOe,53
1122,THERMOf,42
1122,THERMOg,50
1122,THERMOh,46
1123,THERMOa,26
1123,THERMOb,35
1123,THERMOc,47
1123,THERMOd,46
1123,THERMOe,38
1123,THERMOf,36
1123,THERMOg,41
1123,THERMOh,35
1124,THERMOa,33
1124,THERMOb,28
1124,THERMOc,47
1124,THERMOd,42
1124,THERMOe,45
1124,THERMOf,31
1124,THERMOg,42
1124,THERMOh,23
1127,THERMOa,1
1127,THERMOb,35
1127,THERMOc,36
1127,THERMOd,38
1127,THERMOe,1
1127,THERMOf,1
1127,THERMOg,1
1127,THERMOh,1
1128,THERMOa,14
1128,THERMOb,48
1128,THERMOc,52
1128,THERMOd,46
1128,THERMOe,50
1128,THERMOf,19
1128,THERMOg,3
1128,THERMOh,17
1130,THERMOa,50
1130,THERMOb,6
1130,THERMOc,24
1130,THERMOd,58
1130,THERMOe,11
1130,THERMOf,4
1130,THERMOg,41
1130,THERMOh,43
1131,THERMOa,1
1131,THERMOb,59
1131,THERMOc,29
1131,THERMOd,27
1131,THERMOe,28
1131,THERMOf,31
1131,THERMOg,31
1131,THERMOh,42
1133,THERMOa,2
1133,THERMOb,59
1133,THERMOc,52
1133,THERMOd,27
1133,THERMOe,53
1133,THERMOf,43
1133,THERMOg,2
1133,THERMOh,21
1134,THERMOa,26
1134,THERMOb,40
1134,THERMOc,41
1134,THERMOd,17
1134,THERMOe,33
1134,THERMOf,29
1134,THERMOg,25
1134,THERMOh,23
1135,THERMOa,1
1135,THERMOb,43
1135,THERMOc,47
1135,THERMOd,13
1135,THERMOe,41
1135,THERMOf,39
1135,THERMOg,1
1135,THERMOh,13
1136,THERMOa,33
1136,THERMOb,1
1136,THERMOc,1
1136,THERMOd,38
1136,THERMOe,1
1136,THERMOf,1
1136,THERMOg,31
1136,THERMOh,23
1137,THERMOa,33
1137,THERMOb,17
1137,THERMOc,18
1137,THERMOd,58
1137,THERMOe,1
1137,THERMOf,19
1137,THERMOg,18
1137,THERMOh,15
1138,THERMOa,17
1138,THERMOb,59
1138,THERMOc,58
1138,THERMOd,58
1138,THERMOe,53
1138,THERMOf,35
1138,THERMOg,16
1138,THERMOh,48
1140,THERMOa,1
1140,THERMOb,52
1140,THERMOc,52
1140,THERMOd,53
1140,THERMOe,50
1140,THERMOf,42
1140,THERMOg,31
1140,THERMOh,46
1141,THERMOa,33
1141,THERMOb,1
1141,THERMOc,1
1141,THERMOd,27
1141,THERMOe,1
1141,THERMOf,1
1141,THERMOg,1
1141,THERMOh,1
1143,THERMOa,39
1143,THERMOb,14
1143,THERMOc,41
1143,THERMOd,58
1143,THERMOe,17
1143,THERMOf,31
1143,THERMOg,50
1143,THERMOh,46
1144,THERMOa,19
1144,THERMOb,2
1144,THERMOc,18
1144,THERMOd,54
1144,THERMOe,1
1144,THERMOf,31
1144,THERMOg,50
1144,THERMOh,46
1145,THERMOa,33
1145,THERMOb,9
1145,THERMOc,7
1145,THERMOd,33
1145,THERMOe,5
1145,THERMOf,21
1145,THERMOg,21
1145,THERMOh,20
1146,THERMOa,46
1146,THERMOb,18
1146,THERMOc,29
1146,THERMOd,58
1146,THERMOe,1
1146,THERMOf,46
1146,THERMOg,55
1146,THERMOh,53
1150,THERMOa,1
1150,THERMOb,1
1150,THERMOc,1
1150,THERMOd,1
1150,THERMOe,1
1150,THERMOf,1
1150,THERMOg,1
1150,THERMOh,1
1152,THERMOa,17
1152,THERMOb,9
1152,THERMOc,20
1152,THERMOd,38
1152,THERMOe,33
1152,THERMOf,6
1152,THERMOg,21
1152,THERMOh,23
1153,THERMOa,11
1153,THERMOb,55
1153,THERMOc,52
1153,THERMOd,49
1153,THERMOe,46
1153,THERMOf,37
1153,THERMOg,25
1153,THERMOh,38
1154,THERMOa,51
1154,THERMOb,48
1154,THERMOc,58
1154,THERMOd,54
1154,THERMOe,41
1154,THERMOf,46
1154,THERMOg,46
1154,THERMOh,53
1155,THERMOa,1
1155,THERMOb,43
1155,THERMOc,29
1155,THERMOd,1
1155,THERMOe,35
1155,THERMOf,25
1155,THERMOg,18
1155,THERMOh,15
1156,THERMOa,11
1156,THERMOb,9
1156,THERMOc,11
1156,THERMOd,10
1156,THERMOe,11
1156,THERMOf,11
1156,THERMOg,10
1156,THERMOh,10
1157,THERMOa,26
1157,THERMOb,47
1157,THERMOc,49
1157,THERMOd,49
1157,THERMOe,53
1157,THERMOf,33
1157,THERMOg,16
1157,THERMOh,21
1158,THERMOa,19
1158,THERMOb,1
1158,THERMOc,17
1158,THERMOd,46
1158,THERMOe,11
1158,THERMOf,1
1158,THERMOg,55
1158,THERMOh,23
1160,THERMOa,1
1160,THERMOb,47
1160,THERMOc,29
1160,THERMOd,46
1160,THERMOe,45
1160,THERMOf,34
1160,THERMOg,36
1160,THERMOh,28
1162,THERMOa,33
1162,THERMOb,17
1162,THERMOc,29
1162,THERMOd,42
