CaseID,StructureID,StructureValue
784,IMMCULT2_order,order 2
784,GSSTRUST2_order,order 1
784,SNSSKEP_order,order 2
784,QBELIEF3_order,order 1
784,QBELIEF4_order,order 1
784,TWKNOW_order,order 2
784,TWAUTO_order,order 1
784,JOKE1_order,order 2
784,CHOICE1_order,order 2
784,WOMENOPPS_order,order 2
784,FAIRTRT_order,order 2
784,TALKREL_order,order 2
785,SOCTRUST2_order,order 2
785,CONGPOST_order,order 2
785,GSSTRUST3_order,order 1
785,POLCRCT_order,order 2
785,ECONFAIR2_order,order 2
785,IMMCULT2_order,order 1
785,GSSTRUST2_order,order 1
785,SNSSKEP_order,order 1
785,QBELIEF3_order,order 2
785,QBELIEF4_order,order 2
785,TWKNOW_order,order 2
785,TWAUTO_order,order 1
785,JOKE1_order,order 2
785,CHOICE1_order,order 1
785,WOMENOPPS_order,order 2
785,FAIRTRT_order,order 2
785,TALKREL_order,order 2
786,SOCTRUST2_order,order 2
786,CONGPOST_order,order 1
786,GSSTRUST3_order,order 1
786,POLCRCT_order,order 1
786,ECONFAIR2_order,order 2
786,IMMCULT2_order,order 1
786,GSSTRUST2_order,order 2
786,SNSSKEP_order,order 1
786,QBELIEF3_order,order 2
786,QBELIEF4_order,order 2
786,TWKNOW_order,order 1
786,TWAUTO_order,order 2
786,JOKE1_order,order 1
786,CHOICE1_order,order 2
786,WOMENOPPS_order,order 2
786,FAIRTRT_order,order 1
786,TALKREL_order,order 1
788,SOCTRUST2_order,order 1
788,CONGPOST_order,order 2
788,GSSTRUST3_order,order 2
788,POLCRCT_order,order 1
788,ECONFAIR2_order,order 2
788,IMMCULT2_order,order 2
788,GSSTRUST2_order,order 2
788,SNSSKEP_order,order 1
788,QBELIEF3_order,order 2
788,QBELIEF4_order,order 2
788,TWKNOW_order,order 2
788,TWAUTO_order,order 1
788,JOKE1_order,order 2
788,CHOICE1_order,order 1
788,WOMENOPPS_order,order 1
788,FAIRTRT_order,order 1
788,TALKREL_order,order 2
789,SOCTRUST2_order,order 2
789,CONGPOST_order,order 2
789,GSSTRUST3_order,order 2
789,POLCRCT_order,order 2
789,ECONFAIR2_order,order 1
789,IMMCULT2_order,order 1
789,GSSTRUST2_order,order 1
789,SNSSKEP_order,order 1
789,QBELIEF3_order,order 2
789,QBELIEF4_order,order 2
789,TWKNOW_order,order 2
789,TWAUTO_order,order 1
789,JOKE1_order,order 2
789,CHOICE1_order,order 1
789,WOMENOPPS_order,order 1
789,FAIRTRT_order,order 1
789,TALKREL_order,order 1
792,SOCTRUST2_order,order 1
792,CONGPOST_order,
792,GSSTRUST3_order,order 1
792,POLCRCT_order,order 2
792,ECONFAIR2_order,order 2
792,IMMCULT2_order,order 1
792,GSSTRUST2_order,order 1
792,SNSSKEP_order,order 1
792,QBELIEF3_order,order 2
792,QBELIEF4_order,order 2
792,TWKNOW_order,order 1
792,TWAUTO_order,order 1
792,JOKE1_order,order 1
792,CHOICE1_order,order 2
792,WOMENOPPS_order,order 2
792,FAIRTRT_order,order 1
792,TALKREL_order,order 2
793,SOCTRUST2_order,order 1
793,CONGPOST_order,order 2
793,GSSTRUST3_order,order 1
793,POLCRCT_order,order 2
793,ECONFAIR2_order,order 2
793,IMMCULT2_order,order 1
793,GSSTRUST2_order,order 1
793,SNSSKEP_order,order 2
793,QBELIEF3_order,order 1
793,QBELIEF4_order,order 1
793,TWKNOW_order,order 2
793,TWAUTO_order,order 2
793,JOKE1_order,order 2
793,CHOICE1_order,order 2
793,WOMENOPPS_order,order 1
793,FAIRTRT_order,order 1
793,TALKREL_order,order 2
794,SOCTRUST2_order,order 1
794,CONGPOST_order,order 1
794,GSSTRUST3_order,order 1
794,POLCRCT_order,order 2
794,ECONFAIR2_order,order 2
794,IMMCULT2_order,order 1
794,GSSTRUST2_order,order 2
794,SNSSKEP_order,order 1
794,QBELIEF3_order,order 1
794,QBELIEF4_order,order 1
794,TWKNOW_order,order 1
794,TWAUTO_order,order 2
794,JOKE1_order,order 2
794,CHOICE1_order,order 1
794,WOMENOPPS_order,order 1
794,FAIRTRT_order,order 1
794,TALKREL_order,order 1
795,SOCTRUST2_order,order 2
795,CONGPOST_order,order 1
795,GSSTRUST3_order,order 1
795,POLCRCT_order,order 1
795,ECONFAIR2_order,order 1
795,IMMCULT2_order,order 2
795,GSSTRUST2_order,order 2
795,SNSSKEP_order,order 1
795,QBELIEF3_order,order 1
795,QBELIEF4_order,order 1
795,TWKNOW_order,order 2
795,TWAUTO_order,order 1
795,JOKE1_order,order 2
795,CHOICE1_order,order 2
795,WOMENOPPS_order,order 2
795,FAIRTRT_order,order 1
795,TALKREL_order,order 2
796,SOCTRUST2_order,order 2
796,CONGPOST_order,order 2
796,GSSTRUST3_order,order 2
796,POLCRCT_order,order 2
796,ECONFAIR2_order,order 2
796,IMMCULT2_order,order 2
796,GSSTRUST2_order,order 2
796,SNSSKEP_order,order 1
796,QBELIEF3_order,order 2
796,QBELIEF4_order,order 2
796,TWKNOW_order,order 1
796,TWAUTO_order,order 2
796,JOKE1_order,order 1
796,CHOICE1_order,order 2
796,WOMENOPPS_order,order 2
796,FAIRTRT_order,order 1
796,TALKREL_order,order 2
798,SOCTRUST2_order,order 2
798,CONGPOST_order,order 1
798,GSSTRUST3_order,order 1
798,POLCRCT_order,order 1
798,ECONFAIR2_order,order 1
798,IMMCULT2_order,order 1
798,GSSTRUST2_order,order 2
798,SNSSKEP_order,order 1
798,QBELIEF3_order,order 1
798,QBELIEF4_order,order 1
798,TWKNOW_order,order 1
798,TWAUTO_order,order 2
798,JOKE1_order,order 2
798,CHOICE1_order,order 1
798,WOMENOPPS_order,order 1
798,FAIRTRT_order,order 1
798,TALKREL_order,order 2
801,SOCTRUST2_order,order 1
801,CONGPOST_order,order 1
801,GSSTRUST3_order,order 1
801,POLCRCT_order,order 2
801,ECONFAIR2_order,order 2
801,IMMCULT2_order,order 2
801,GSSTRUST2_order,order 2
801,SNSSKEP_order,order 2
801,QBELIEF3_order,order 1
801,QBELIEF4_order,order 1
801,TWKNOW_order,order 2
801,TWAUTO_order,order 2
801,JOKE1_order,order 1
801,CHOICE1_order,order 1
801,WOMENOPPS_order,order 2
801,FAIRTRT_order,order 2
801,TALKREL_order,order 1
807,SOCTRUST2_order,order 2
807,CONGPOST_order,order 2
807,GSSTRUST3_order,order 1
807,POLCRCT_order,order 1
807,ECONFAIR2_order,order 2
807,IMMCULT2_order,order 1
807,GSSTRUST2_order,order 2
807,SNSSKEP_order,order 2
807,QBELIEF3_order,order 1
807,QBELIEF4_order,order 1
807,TWKNOW_order,order 2
807,TWAUTO_order,order 1
807,JOKE1_order,order 1
807,CHOICE1_order,order 2
807,WOMENOPPS_order,order 2
807,FAIRTRT_order,order 1
807,TALKREL_order,order 2
809,SOCTRUST2_order,order 1
809,CONGPOST_order,
809,GSSTRUST3_order,order 2
809,POLCRCT_order,order 1
809,ECONFAIR2_order,order 2
809,IMMCULT2_order,order 1
809,GSSTRUST2_order,order 1
809,SNSSKEP_order,order 2
809,QBELIEF3_order,order 2
809,QBELIEF4_order,order 2
809,TWKNOW_order,order 2
809,TWAUTO_order,order 2
809,JOKE1_order,order 1
809,CHOICE1_order,order 1
809,WOMENOPPS_order,order 2
809,FAIRTRT_order,order 2
809,TALKREL_order,order 2
811,SOCTRUST2_order,order 1
811,CONGPOST_order,order 2
811,GSSTRUST3_order,order 1
811,POLCRCT_order,order 2
811,ECONFAIR2_order,order 2
811,IMMCULT2_order,order 1
811,GSSTRUST2_order,order 1
811,SNSSKEP_order,order 2
811,QBELIEF3_order,order 2
811,QBELIEF4_order,order 2
811,TWKNOW_order,order 2
811,TWAUTO_order,order 2
811,JOKE1_order,order 1
811,CHOICE1_order,order 1
811,WOMENOPPS_order,order 2
811,FAIRTRT_order,order 2
811,TALKREL_order,order 1
812,SOCTRUST2_order,order 1
812,CONGPOST_order,order 1
812,GSSTRUST3_order,order 2
812,POLCRCT_order,order 2
812,ECONFAIR2_order,order 2
812,IMMCULT2_order,order 1
812,GSSTRUST2_order,order 2
812,SNSSKEP_order,order 2
812,QBELIEF3_order,order 2
812,QBELIEF4_order,order 2
812,TWKNOW_order,order 1
812,TWAUTO_order,order 2
812,JOKE1_order,order 2
812,CHOICE1_order,order 2
812,WOMENOPPS_order,order 1
812,FAIRTRT_order,order 1
812,TALKREL_order,order 1
813,SOCTRUST2_order,order 1
813,CONGPOST_order,order 1
813,GSSTRUST3_order,order 1
813,POLCRCT_order,order 2
813,ECONFAIR2_order,order 2
813,IMMCULT2_order,order 1
813,GSSTRUST2_order,order 2
813,SNSSKEP_order,order 2
813,QBELIEF3_order,order 2
813,QBELIEF4_order,order 2
813,TWKNOW_order,order 1
813,TWAUTO_order,order 1
813,JOKE1_order,order 2
813,CHOICE1_order,order 2
813,WOMENOPPS_order,order 1
813,FAIRTRT_order,order 2
813,TALKREL_order,order 1
814,SOCTRUST2_order,order 1
814,CONGPOST_order,order 2
814,GSSTRUST3_order,order 1
814,POLCRCT_order,order 2
814,ECONFAIR2_order,order 1
814,IMMCULT2_order,order 1
814,GSSTRUST2_order,order 1
814,SNSSKEP_order,order 1
814,QBELIEF3_order,order 1
814,QBELIEF4_order,order 1
814,TWKNOW_order,order 2
814,TWAUTO_order,order 2
814,JOKE1_order,order 2
814,CHOICE1_order,order 2
814,WOMENOPPS_order,order 2
814,FAIRTRT_order,order 2
814,TALKREL_order,order 1
816,SOCTRUST2_order,order 1
816,CONGPOST_order,
816,GSSTRUST3_order,order 2
816,POLCRCT_order,order 1
816,ECONFAIR2_order,order 2
816,IMMCULT2_order,order 1
816,GSSTRUST2_order,order 2
816,SNSSKEP_order,order 1
816,QBELIEF3_order,order 2
816,QBELIEF4_order,order 2
816,TWKNOW_order,order 1
816,TWAUTO_order,order 2
816,JOKE1_order,order 1
816,CHOICE1_order,order 1
816,WOMENOPPS_order,order 2
816,FAIRTRT_order,order 1
816,TALKREL_order,order 2
819,SOCTRUST2_order,order 2
819,CONGPOST_order,order 1
819,GSSTRUST3_order,order 2
819,POLCRCT_order,order 2
819,ECONFAIR2_order,order 2
819,IMMCULT2_order,order 2
819,GSSTRUST2_order,order 1
819,SNSSKEP_order,order 2
819,QBELIEF3_order,order 1
819,QBELIEF4_order,order 1
819,TWKNOW_order,order 1
819,TWAUTO_order,order 1
819,JOKE1_order,order 1
819,CHOICE1_order,order 1
819,WOMENOPPS_order,order 1
819,FAIRTRT_order,order 1
819,TALKREL_order,order 1
820,SOCTRUST2_order,order 2
820,CONGPOST_order,order 2
820,GSSTRUST3_order,order 2
820,POLCRCT_order,order 1
820,ECONFAIR2_order,order 2
820,IMMCULT2_order,order 1
820,GSSTRUST2_order,order 2
820,SNSSKEP_order,order 2
820,QBELIEF3_order,order 2
820,QBELIEF4_order,order 2
820,TWKNOW_order,order 2
820,TWAUTO_order,order 1
820,JOKE1_order,order 2
820,CHOICE1_order,order 2
820,WOMENOPPS_order,order 1
820,FAIRTRT_order,order 2
820,TALKREL_order,order 1
822,SOCTRUST2_order,order 1
822,CONGPOST_order,
822,GSSTRUST3_order,order 2
822,POLCRCT_order,order 1
822,ECONFAIR2_order,order 1
822,IMMCULT2_order,order 2
822,GSSTRUST2_order,order 2
822,SNSSKEP_order,order 2
822,QBELIEF3_order,order 2
822,QBELIEF4_order,order 2
822,TWKNOW_order,order 2
822,TWAUTO_order,order 1
822,JOKE1_order,order 1
822,CHOICE1_order,order 1
822,WOMENOPPS_order,order 2
822,FAIRTRT_order,order 1
822,TALKREL_order,order 1
825,SOCTRUST2_order,order 2
825,CONGPOST_order,order 1
825,GSSTRUST3_order,order 2
825,POLCRCT_order,order 1
825,ECONFAIR2_order,order 1
825,IMMCULT2_order,order 1
825,GSSTRUST2_order,order 2
825,SNSSKEP_order,order 2
825,QBELIEF3_order,order 2
825,QBELIEF4_order,order 2
825,TWKNOW_order,order 1
825,TWAUTO_order,order 2
825,JOKE1_order,order 2
825,CHOICE1_order,order 1
825,WOMENOPPS_order,order 2
825,FAIRTRT_order,order 2
825,TALKREL_order,order 1
827,SOCTRUST2_order,order 2
827,CONGPOST_order,order 2
827,GSSTRUST3_order,order 1
827,POLCRCT_order,order 1
827,ECONFAIR2_order,order 2
827,IMMCULT2_order,order 2
827,GSSTRUST2_order,order 1
827,SNSSKEP_order,order 2
827,QBELIEF3_order,order 2
827,QBELIEF4_order,order 2
827,TWKNOW_order,order 2
827,TWAUTO_order,order 2
827,JOKE1_order,order 1
827,CHOICE1_order,order 1
827,WOMENOPPS_order,order 1
827,FAIRTRT_order,order 2
827,TALKREL_order,order 2
830,SOCTRUST2_order,order 2
830,CONGPOST_order,order 1
830,GSSTRUST3_order,order 2
830,POLCRCT_order,order 2
830,ECONFAIR2_order,order 1
830,IMMCULT2_order,order 2
830,GSSTRUST2_order,order 2
830,SNSSKEP_order,order 1
830,QBELIEF3_order,order 2
830,QBELIEF4_order,order 2
830,TWKNOW_order,order 2
830,TWAUTO_order,order 1
830,JOKE1_order,order 1
830,CHOICE1_order,order 1
830,WOMENOPPS_order,order 2
830,FAIRTRT_order,order 1
830,TALKREL_order,order 2
832,SOCTRUST2_order,order 2
832,CONGPOST_order,order 1
832,GSSTRUST3_order,order 2
832,POLCRCT_order,order 1
832,ECONFAIR2_order,order 2
832,IMMCULT2_order,order 1
832,GSSTRUST2_order,order 1
832,SNSSKEP_order,order 2
832,QBELIEF3_order,order 2
832,QBELIEF4_order,order 2
832,TWKNOW_order,order 2
832,TWAUTO_order,order 1
832,JOKE1_order,order 1
832,CHOICE1_order,order 2
832,WOMENOPPS_order,order 1
832,FAIRTRT_order,order 1
832,TALKREL_order,order 2
834,SOCTRUST2_order,order 1
834,CONGPOST_order,order 2
834,GSSTRUST3_order,order 1
834,POLCRCT_order,order 2
834,ECONFAIR2_order,order 2
834,IMMCULT2_order,order 1
834,GSSTRUST2_order,order 2
834,SNSSKEP_order,order 2
834,QBELIEF3_order,order 2
834,QBELIEF4_order,order 2
834,TWKNOW_order,order 2
834,TWAUTO_order,order 2
834,JOKE1_order,order 2
834,CHOICE1_order,order 1
834,WOMENOPPS_order,order 2
834,FAIRTRT_order,order 2
834,TALKREL_order,order 2
836,SOCTRUST2_order,order 1
836,CONGPOST_order,order 1
836,GSSTRUST3_order,order 2
836,POLCRCT_order,order 2
836,ECONFAIR2_order,order 2
836,IMMCULT2_order,order 1
836,GSSTRUST2_order,order 2
836,SNSSKEP_order,order 2
836,QBELIEF3_order,order 1
836,QBELIEF4_order,order 1
836,TWKNOW_order,order 1
836,TWAUTO_order,order 2
836,JOKE1_order,order 2
836,CHOICE1_order,order 1
836,WOMENOPPS_order,order 1
836,FAIRTRT_order,order 1
836,TALKREL_order,order 2
838,SOCTRUST2_order,order 1
838,CONGPOST_order,order 1
838,GSSTRUST3_order,order 2
838,POLCRCT_order,order 2
838,ECONFAIR2_order,order 1
838,IMMCULT2_order,order 2
838,GSSTRUST2_order,order 2
838,SNSSKEP_order,order 1
838,QBELIEF3_order,order 2
838,QBELIEF4_order,order 2
838,TWKNOW_order,order 2
838,TWAUTO_order,order 2
838,JOKE1_order,order 2
838,CHOICE1_order,order 1
838,WOMENOPPS_order,order 2
838,FAIRTRT_order,order 2
838,TALKREL_order,order 2
842,SOCTRUST2_order,order 2
842,CONGPOST_order,
842,GSSTRUST3_order,order 2
842,POLCRCT_order,order 2
842,ECONFAIR2_order,order 1
842,IMMCULT2_order,order 1
842,GSSTRUST2_order,order 2
842,SNSSKEP_order,order 1
842,QBELIEF3_order,order 1
842,QBELIEF4_order,order 1
842,TWKNOW_order,order 2
842,TWAUTO_order,order 2
842,JOKE1_order,order 2
842,CHOICE1_order,order 2
842,WOMENOPPS_order,order 1
842,FAIRTRT_order,order 1
842,TALKREL_order,order 2
844,SOCTRUST2_order,order 1
844,CONGPOST_order,order 1
844,GSSTRUST3_order,order 2
844,POLCRCT_order,order 1
844,ECONFAIR2_order,order 1
844,IMMCULT2_order,order 1
844,GSSTRUST2_order,order 1
844,SNSSKEP_order,order 1
844,QBELIEF3_order,order 1
844,QBELIEF4_order,order 1
844,TWKNOW_order,order 2
844,TWAUTO_order,order 1
844,JOKE1_order,order 2
844,CHOICE1_order,order 1
844,WOMENOPPS_order,order 1
844,FAIRTRT_order,order 2
844,TALKREL_order,order 2
845,SOCTRUST2_order,order 1
845,CONGPOST_order,order 1
845,GSSTRUST3_order,order 1
845,POLCRCT_order,order 2
845,ECONFAIR2_order,order 2
845,IMMCULT2_order,order 1
845,GSSTRUST2_order,order 1
845,SNSSKEP_order,order 1
845,QBELIEF3_order,order 1
845,QBELIEF4_order,order 1
845,TWKNOW_order,order 2
845,TWAUTO_order,order 1
845,JOKE1_order,order 2
845,CHOICE1_order,order 2
845,WOMENOPPS_order,order 1
845,FAIRTRT_order,order 2
845,TALKREL_order,order 1
846,SOCTRUST2_order,order 2
846,CONGPOST_order,order 1
846,GSSTRUST3_order,order 2
846,POLCRCT_order,order 1
846,ECONFAIR2_order,order 1
846,IMMCULT2_order,order 2
846,GSSTRUST2_order,order 1
846,SNSSKEP_order,order 2
846,QBELIEF3_order,order 1
846,QBELIEF4_order,order 1
846,TWKNOW_order,order 1
846,TWAUTO_order,order 2
846,JOKE1_order,order 1
846,CHOICE1_order,order 1
846,WOMENOPPS_order,order 1
846,FAIRTRT_order,order 1
846,TALKREL_order,order 2
850,SOCTRUST2_order,order 2
850,CONGPOST_order,order 1
850,GSSTRUST3_order,order 2
850,POLCRCT_order,order 1
850,ECONFAIR2_order,order 1
850,IMMCULT2_order,order 1
850,GSSTRUST2_order,order 2
850,SNSSKEP_order,order 1
850,QBELIEF3_order,order 2
850,QBELIEF4_order,order 2
850,TWKNOW_order,order 2
850,TWAUTO_order,order 2
850,JOKE1_order,order 2
850,CHOICE1_order,order 2
850,WOMENOPPS_order,order 2
850,FAIRTRT_order,order 2
850,TALKREL_order,order 1
853,SOCTRUST2_order,order 2
853,CONGPOST_order,order 2
853,GSSTRUST3_order,order 2
853,POLCRCT_order,order 1
853,ECONFAIR2_order,order 1
853,IMMCULT2_order,order 1
853,GSSTRUST2_order,order 1
853,SNSSKEP_order,order 2
853,QBELIEF3_order,order 1
853,QBELIEF4_order,order 1
853,TWKNOW_order,order 1
853,TWAUTO_order,order 2
853,JOKE1_order,order 1
853,CHOICE1_order,order 2
853,WOMENOPPS_order,order 1
853,FAIRTRT_order,order 2
853,TALKREL_order,order 2
854,SOCTRUST2_order,order 2
854,CONGPOST_order,order 1
854,GSSTRUST3_order,order 2
854,POLCRCT_order,order 2
854,ECONFAIR2_order,order 1
854,IMMCULT2_order,order 1
854,GSSTRUST2_order,order 1
854,SNSSKEP_order,order 1
854,QBELIEF3_order,order 1
854,QBELIEF4_order,order 1
854,TWKNOW_order,order 1
854,TWAUTO_order,order 2
854,JOKE1_order,order 2
854,CHOICE1_order,order 2
854,WOMENOPPS_order,order 1
854,FAIRTRT_order,order 1
854,TALKREL_order,order 2
855,SOCTRUST2_order,order 1
855,CONGPOST_order,order 2
855,GSSTRUST3_order,order 1
855,POLCRCT_order,order 2
855,ECONFAIR2_order,order 2
855,IMMCULT2_order,order 1
855,GSSTRUST2_order,order 1
855,SNSSKEP_order,order 1
855,QBELIEF3_order,order 1
855,QBELIEF4_order,order 1
855,TWKNOW_order,order 1
855,TWAUTO_order,order 2
855,JOKE1_order,order 2
855,CHOICE1_order,order 1
855,WOMENOPPS_order,order 2
855,FAIRTRT_order,order 2
855,TALKREL_order,order 1
857,SOCTRUST2_order,order 2
857,CONGPOST_order,order 2
857,GSSTRUST3_order,order 1
857,POLCRCT_order,order 2
857,ECONFAIR2_order,order 2
857,IMMCULT2_order,order 1
857,GSSTRUST2_order,order 1
857,SNSSKEP_order,order 2
857,QBELIEF3_order,order 1
857,QBELIEF4_order,order 1
857,TWKNOW_order,order 2
857,TWAUTO_order,order 2
857,JOKE1_order,order 1
857,CHOICE1_order,order 1
857,WOMENOPPS_order,order 2
857,FAIRTRT_order,order 2
857,TALKREL_order,order 2
859,SOCTRUST2_order,order 2
859,CONGPOST_order,order 2
859,GSSTRUST3_order,order 1
859,POLCRCT_order,order 2
859,ECONFAIR2_order,order 2
859,IMMCULT2_order,order 2
859,GSSTRUST2_order,order 2
859,SNSSKEP_order,order 2
859,QBELIEF3_order,order 1
859,QBELIEF4_order,order 1
859,TWKNOW_order,order 1
859,TWAUTO_order,order 1
859,JOKE1_order,order 1
859,CHOICE1_order,order 2
859,WOMENOPPS_order,order 1
859,FAIRTRT_order,order 2
859,TALKREL_order,order 1
860,SOCTRUST2_order,order 2
860,CONGPOST_order,order 1
860,GSSTRUST3_order,order 2
860,POLCRCT_order,order 2
860,ECONFAIR2_order,order 1
860,IMMCULT2_order,order 2
860,GSSTRUST2_order,order 2
860,SNSSKEP_order,order 2
860,QBELIEF3_order,order 1
860,QBELIEF4_order,order 1
860,TWKNOW_order,order 1
860,TWAUTO_order,order 2
860,JOKE1_order,order 2
860,CHOICE1_order,order 1
860,WOMENOPPS_order,order 2
860,FAIRTRT_order,order 1
860,TALKREL_order,order 1
864,SOCTRUST2_order,order 1
864,CONGPOST_order,order 2
864,GSSTRUST3_order,order 1
864,POLCRCT_order,order 1
864,ECONFAIR2_order,order 2
864,IMMCULT2_order,order 1
864,GSSTRUST2_order,order 2
864,SNSSKEP_order,order 1
864,QBELIEF3_order,order 1
864,QBELIEF4_order,order 1
864,TWKNOW_order,order 2
864,TWAUTO_order,order 1
864,JOKE1_order,order 2
864,CHOICE1_order,order 1
864,WOMENOPPS_order,order 2
864,FAIRTRT_order,order 2
864,TALKREL_order,order 2
866,SOCTRUST2_order,order 2
866,CONGPOST_order,order 1
866,GSSTRUST3_order,order 1
866,POLCRCT_order,order 2
866,ECONFAIR2_order,order 1
866,IMMCULT2_order,order 1
866,GSSTRUST2_order,order 2
866,SNSSKEP_order,order 2
866,QBELIEF3_order,order 1
866,QBELIEF4_order,order 1
866,TWKNOW_order,order 1
866,TWAUTO_order,order 2
866,JOKE1_order,order 2
866,CHOICE1_order,order 1
866,WOMENOPPS_order,order 1
866,FAIRTRT_order,order 1
866,TALKREL_order,order 2
868,SOCTRUST2_order,order 1
868,CONGPOST_order,
868,GSSTRUST3_order,order 2
868,POLCRCT_order,order 2
868,ECONFAIR2_order,order 1
868,IMMCULT2_order,order 2
868,GSSTRUST2_order,order 1
868,SNSSKEP_order,order 1
868,QBELIEF3_order,order 1
868,QBELIEF4_order,order 1
868,TWKNOW_order,order 1
868,TWAUTO_order,order 2
868,JOKE1_order,order 2
868,CHOICE1_order,order 2
868,WOMENOPPS_order,order 1
868,FAIRTRT_order,order 1
868,TALKREL_order,order 1
872,SOCTRUST2_order,order 2
872,CONGPOST_order,order 1
872,GSSTRUST3_order,order 2
872,POLCRCT_order,order 2
872,ECONFAIR2_order,order 1
872,IMMCULT2_order,order 2
872,GSSTRUST2_order,order 2
872,SNSSKEP_order,order 2
872,QBELIEF3_order,order 1
872,QBELIEF4_order,order 1
872,TWKNOW_order,order 1
872,TWAUTO_order,order 1
872,JOKE1_order,order 1
872,CHOICE1_order,order 1
872,WOMENOPPS_order,order 1
872,FAIRTRT_order,order 2
872,TALKREL_order,order 1
873,SOCTRUST2_order,order 2
873,CONGPOST_order,order 1
873,GSSTRUST3_order,order 1
873,POLCRCT_order,order 1
873,ECONFAIR2_order,order 1
873,IMMCULT2_order,order 2
873,GSSTRUST2_order,order 2
873,SNSSKEP_order,order 2
873,QBELIEF3_order,order 2
873,QBELIEF4_order,order 2
873,TWKNOW_order,order 2
873,TWAUTO_order,order 1
873,JOKE1_order,order 1
873,CHOICE1_order,order 2
873,WOMENOPPS_order,order 1
873,FAIRTRT_order,order 1
873,TALKREL_order,order 1
874,SOCTRUST2_order,order 1
874,CONGPOST_order,
874,GSSTRUST3_order,order 1
874,POLCRCT_order,order 2
874,ECONFAIR2_order,order 2
874,IMMCULT2_order,order 2
874,GSSTRUST2_order,order 1
874,SNSSKEP_order,order 1
874,QBELIEF3_order,order 1
874,QBELIEF4_order,order 1
874,TWKNOW_order,order 2
874,TWAUTO_order,order 1
874,JOKE1_order,order 1
874,CHOICE1_order,order 1
874,WOMENOPPS_order,order 2
874,FAIRTRT_order,order 2
874,TALKREL_order,order 1
875,SOCTRUST2_order,order 1
875,CONGPOST_order,order 1
875,GSSTRUST3_order,order 2
875,POLCRCT_order,order 1
875,ECONFAIR2_order,order 1
875,IMMCULT2_order,order 1
875,GSSTRUST2_order,order 2
875,SNSSKEP_order,order 1
875,QBELIEF3_order,order 2
875,QBELIEF4_order,order 2
875,TWKNOW_order,order 1
875,TWAUTO_order,order 2
875,JOKE1_order,order 2
875,CHOICE1_order,order 1
875,WOMENOPPS_order,order 2
875,FAIRTRT_order,order 2
875,TALKREL_order,order 2
878,SOCTRUST2_order,order 1
878,CONGPOST_order,order 2
878,GSSTRUST3_order,order 1
878,POLCRCT_order,order 2
878,ECONFAIR2_order,order 1
878,IMMCULT2_order,order 2
878,GSSTRUST2_order,order 2
878,SNSSKEP_order,order 1
878,QBELIEF3_order,order 1
878,QBELIEF4_order,order 1
878,TWKNOW_order,order 1
878,TWAUTO_order,order 1
878,JOKE1_order,order 2
878,CHOICE1_order,order 2
878,WOMENOPPS_order,order 1
878,FAIRTRT_order,order 1
878,TALKREL_order,order 1
880,SOCTRUST2_order,order 2
880,CONGPOST_order,order 2
880,GSSTRUST3_order,order 1
880,POLCRCT_order,order 1
880,ECONFAIR2_order,order 2
880,IMMCULT2_order,order 2
880,GSSTRUST2_order,order 1
880,SNSSKEP_order,order 2
880,QBELIEF3_order,order 2
880,QBELIEF4_order,order 2
880,TWKNOW_order,order 2
880,TWAUTO_order,order 2
880,JOKE1_order,order 1
880,CHOICE1_order,order 1
880,WOMENOPPS_order,order 2
880,FAIRTRT_order,order 2
880,TALKREL_order,order 2
881,SOCTRUST2_order,order 2
881,CONGPOST_order,
881,GSSTRUST3_order,order 2
881,POLCRCT_order,order 1
881,ECONFAIR2_order,order 2
881,IMMCULT2_order,order 1
881,GSSTRUST2_order,order 1
881,SNSSKEP_order,order 2
881,QBELIEF3_order,order 1
881,QBELIEF4_order,order 1
881,TWKNOW_order,order 1
881,TWAUTO_order,order 2
881,JOKE1_order,order 2
881,CHOICE1_order,order 1
881,WOMENOPPS_order,order 1
881,FAIRTRT_order,order 1
881,TALKREL_order,order 2
882,SOCTRUST2_order,order 1
882,CONGPOST_order,order 1
882,GSSTRUST3_order,order 1
882,POLCRCT_order,order 1
882,ECONFAIR2_order,order 2
882,IMMCULT2_order,order 1
882,GSSTRUST2_order,order 2
882,SNSSKEP_order,order 2
882,QBELIEF3_order,order 1
882,QBELIEF4_order,order 1
882,TWKNOW_order,order 1
882,TWAUTO_order,order 2
882,JOKE1_order,order 1
882,CHOICE1_order,order 1
882,WOMENOPPS_order,order 1
882,FAIRTRT_order,order 2
882,TALKREL_order,order 2
883,SOCTRUST2_order,order 1
883,CONGPOST_order,order 1
883,GSSTRUST3_order,order 2
883,POLCRCT_order,order 2
883,ECONFAIR2_order,order 2
883,IMMCULT2_order,order 1
883,GSSTRUST2_order,order 1
883,SNSSKEP_order,order 1
883,QBELIEF3_order,order 2
883,QBELIEF4_order,order 2
883,TWKNOW_order,order 1
883,TWAUTO_order,order 2
883,JOKE1_order,order 1
883,CHOICE1_order,order 2
883,WOMENOPPS_order,order 1
883,FAIRTRT_order,order 1
883,TALKREL_order,order 2
884,SOCTRUST2_order,order 2
884,CONGPOST_order,order 1
884,GSSTRUST3_order,order 1
884,POLCRCT_order,order 2
884,ECONFAIR2_order,order 2
884,IMMCULT2_order,order 2
884,GSSTRUST2_order,order 2
884,SNSSKEP_order,order 2
884,QBELIEF3_order,order 2
