CaseID,StructureID,StructureValue
2519,SOCTRUST2_order,order 2
2519,CONGPOST_order,order 2
2519,GSSTRUST3_order,order 2
2519,POLCRCT_order,order 1
2519,ECONFAIR2_order,order 2
2519,IMMCULT2_order,order 2
2519,GSSTRUST2_order,order 2
2519,SNSSKEP_order,order 2
2519,QBELIEF3_order,order 2
2519,QBELIEF4_order,order 2
2519,TWKNOW_order,order 1
2519,TWAUTO_order,order 1
2519,JOKE1_order,order 2
2519,CHOICE1_order,order 1
2519,WOMENOPPS_order,order 1
2519,FAIRTRT_order,order 1
2519,TALKREL_order,order 1
2521,SOCTRUST2_order,order 1
2521,CONGPOST_order,order 2
2521,GSSTRUST3_order,order 2
2521,POLCRCT_order,order 2
2521,ECONFAIR2_order,order 1
2521,IMMCULT2_order,order 1
2521,GSSTRUST2_order,order 1
2521,SNSSKEP_order,order 1
2521,QBELIEF3_order,order 1
2521,QBELIEF4_order,order 1
2521,TWKNOW_order,order 1
2521,TWAUTO_order,order 1
2521,JOKE1_order,order 2
2521,CHOICE1_order,order 2
2521,WOMENOPPS_order,order 1
2521,FAIRTRT_order,order 2
2521,TALKREL_order,order 1
2523,SOCTRUST2_order,order 1
2523,CONGPOST_order,order 2
2523,GSSTRUST3_order,order 1
2523,POLCRCT_order,order 2
2523,ECONFAIR2_order,order 1
2523,IMMCULT2_order,order 2
2523,GSSTRUST2_order,order 2
2523,SNSSKEP_order,order 2
2523,QBELIEF3_order,order 1
2523,QBELIEF4_order,order 1
2523,TWKNOW_order,order 1
2523,TWAUTO_order,order 1
2523,JOKE1_order,order 2
2523,CHOICE1_order,order 1
2523,WOMENOPPS_order,order 2
2523,FAIRTRT_order,order 1
2523,TALKREL_order,order 2
2525,SOCTRUST2_order,order 2
2525,CONGPOST_order,order 1
2525,GSSTRUST3_order,order 1
2525,POLCRCT_order,order 1
2525,ECONFAIR2_order,order 1
2525,IMMCULT2_order,order 1
2525,GSSTRUST2_order,order 2
2525,SNSSKEP_order,order 2
2525,QBELIEF3_order,order 1
2525,QBELIEF4_order,order 1
2525,TWKNOW_order,order 1
2525,TWAUTO_order,order 2
2525,JOKE1_order,order 1
2525,CHOICE1_order,order 2
2525,WOMENOPPS_order,order 1
2525,FAIRTRT_order,order 2
2525,TALKREL_order,order 1
2526,SOCTRUST2_order,order 1
2526,CONGPOST_order,
2526,GSSTRUST3_order,order 1
2526,POLCRCT_order,order 2
2526,ECONFAIR2_order,order 2
2526,IMMCULT2_order,order 1
2526,GSSTRUST2_order,order 1
2526,SNSSKEP_order,order 2
2526,QBELIEF3_order,order 2
2526,QBELIEF4_order,order 2
2526,TWKNOW_order,order 2
2526,TWAUTO_order,order 1
2526,JOKE1_order,order 2
2526,CHOICE1_order,order 2
2526,WOMENOPPS_order,order 1
2526,FAIRTRT_order,order 1
2526,TALKREL_order,order 2
2528,SOCTRUST2_order,order 1
2528,CONGPOST_order,order 1
2528,GSSTRUST3_order,order 2
2528,POLCRCT_order,order 2
2528,ECONFAIR2_order,order 1
2528,IMMCULT2_order,order 2
2528,GSSTRUST2_order,order 2
2528,SNSSKEP_order,order 1
2528,QBELIEF3_order,order 2
2528,QBELIEF4_order,order 2
2528,TWKNOW_order,order 1
2528,TWAUTO_order,order 1
2528,JOKE1_order,order 1
2528,CHOICE1_order,order 2
2528,WOMENOPPS_order,order 2
2528,FAIRTRT_order,order 1
2528,TALKREL_order,order 2
2529,SOCTRUST2_order,order 1
2529,CONGPOST_order,order 1
2529,GSSTRUST3_order,order 1
2529,POLCRCT_order,order 1
2529,ECONFAIR2_order,order 2
2529,IMMCULT2_order,order 2
2529,GSSTRUST2_order,order 1
2529,SNSSKEP_order,order 1
2529,QBELIEF3_order,order 1
2529,QBELIEF4_order,order 1
2529,TWKNOW_order,order 2
2529,TWAUTO_order,order 1
2529,JOKE1_order,order 2
2529,CHOICE1_order,order 2
2529,WOMENOPPS_order,order 1
2529,FAIRTRT_order,order 2
2529,TALKREL_order,order 2
2531,SOCTRUST2_order,order 2
2531,CONGPOST_order,
2531,GSSTRUST3_order,order 1
2531,POLCRCT_order,order 1
2531,ECONFAIR2_order,order 1
2531,IMMCULT2_order,order 2
2531,GSSTRUST2_order,order 1
2531,SNSSKEP_order,order 1
2531,QBELIEF3_order,order 1
2531,QBELIEF4_order,order 1
2531,TWKNOW_order,order 1
2531,TWAUTO_order,order 1
2531,JOKE1_order,order 1
2531,CHOICE1_order,order 1
2531,WOMENOPPS_order,order 1
2531,FAIRTRT_order,order 2
2531,TALKREL_order,order 1
2532,SOCTRUST2_order,order 2
2532,CONGPOST_order,order 2
2532,GSSTRUST3_order,order 2
2532,POLCRCT_order,order 1
2532,ECONFAIR2_order,order 2
2532,IMMCULT2_order,order 1
2532,GSSTRUST2_order,order 2
2532,SNSSKEP_order,order 1
2532,QBELIEF3_order,order 1
2532,QBELIEF4_order,order 1
2532,TWKNOW_order,order 1
2532,TWAUTO_order,order 2
2532,JOKE1_order,order 2
2532,CHOICE1_order,order 2
2532,WOMENOPPS_order,order 2
2532,FAIRTRT_order,order 2
2532,TALKREL_order,order 1
2538,SOCTRUST2_order,order 2
2538,CONGPOST_order,order 2
2538,GSSTRUST3_order,order 1
2538,POLCRCT_order,order 1
2538,ECONFAIR2_order,order 2
2538,IMMCULT2_order,order 1
2538,GSSTRUST2_order,order 2
2538,SNSSKEP_order,order 2
2538,QBELIEF3_order,order 1
2538,QBELIEF4_order,order 1
2538,TWKNOW_order,order 2
2538,TWAUTO_order,order 1
2538,JOKE1_order,order 1
2538,CHOICE1_order,order 2
2538,WOMENOPPS_order,order 1
2538,FAIRTRT_order,order 1
2538,TALKREL_order,order 1
2539,SOCTRUST2_order,order 1
2539,CONGPOST_order,order 2
2539,GSSTRUST3_order,order 1
2539,POLCRCT_order,order 1
2539,ECONFAIR2_order,order 1
2539,IMMCULT2_order,order 2
2539,GSSTRUST2_order,order 2
2539,SNSSKEP_order,order 1
2539,QBELIEF3_order,order 1
2539,QBELIEF4_order,order 1
2539,TWKNOW_order,order 1
2539,TWAUTO_order,order 1
2539,JOKE1_order,order 2
2539,CHOICE1_order,order 2
2539,WOMENOPPS_order,order 2
2539,FAIRTRT_order,order 1
2539,TALKREL_order,order 2
2540,SOCTRUST2_order,order 2
2540,CONGPOST_order,order 2
2540,GSSTRUST3_order,order 2
2540,POLCRCT_order,order 1
2540,ECONFAIR2_order,order 2
2540,IMMCULT2_order,order 1
2540,GSSTRUST2_order,order 2
2540,SNSSKEP_order,order 2
2540,QBELIEF3_order,order 2
2540,QBELIEF4_order,order 2
2540,TWKNOW_order,order 1
2540,TWAUTO_order,order 1
2540,JOKE1_order,order 2
2540,CHOICE1_order,order 2
2540,WOMENOPPS_order,order 2
2540,FAIRTRT_order,order 2
2540,TALKREL_order,order 2
2542,SOCTRUST2_order,order 1
2542,CONGPOST_order,order 2
2542,GSSTRUST3_order,order 2
2542,POLCRCT_order,order 1
2542,ECONFAIR2_order,order 2
2542,IMMCULT2_order,order 1
2542,GSSTRUST2_order,order 2
2542,SNSSKEP_order,order 1
2542,QBELIEF3_order,order 1
2542,QBELIEF4_order,order 1
2542,TWKNOW_order,order 1
2542,TWAUTO_order,order 2
2542,JOKE1_order,order 1
2542,CHOICE1_order,order 1
2542,WOMENOPPS_order,order 1
2542,FAIRTRT_order,order 2
2542,TALKREL_order,order 1
2543,SOCTRUST2_order,order 2
2543,CONGPOST_order,order 2
2543,GSSTRUST3_order,order 2
2543,POLCRCT_order,order 1
2543,ECONFAIR2_order,order 2
2543,IMMCULT2_order,order 1
2543,GSSTRUST2_order,order 1
2543,SNSSKEP_order,order 2
2543,QBELIEF3_order,order 1
2543,QBELIEF4_order,order 1
2543,TWKNOW_order,order 1
2543,TWAUTO_order,order 2
2543,JOKE1_order,order 1
2543,CHOICE1_order,order 2
2543,WOMENOPPS_order,order 2
2543,FAIRTRT_order,order 2
2543,TALKREL_order,order 1
2545,SOCTRUST2_order,order 2
2545,CONGPOST_order,order 1
2545,GSSTRUST3_order,order 2
2545,POLCRCT_order,order 2
2545,ECONFAIR2_order,order 1
2545,IMMCULT2_order,order 2
2545,GSSTRUST2_order,order 1
2545,SNSSKEP_order,order 1
2545,QBELIEF3_order,order 2
2545,QBELIEF4_order,order 2
2545,TWKNOW_order,order 1
2545,TWAUTO_order,order 2
2545,JOKE1_order,order 1
2545,CHOICE1_order,order 2
2545,WOMENOPPS_order,order 1
2545,FAIRTRT_order,order 2
2545,TALKREL_order,order 2
2547,SOCTRUST2_order,order 1
2547,CONGPOST_order,order 1
2547,GSSTRUST3_order,order 2
2547,POLCRCT_order,order 1
2547,ECONFAIR2_order,order 1
2547,IMMCULT2_order,order 1
2547,GSSTRUST2_order,order 1
2547,SNSSKEP_order,order 2
2547,QBELIEF3_order,order 1
2547,QBELIEF4_order,order 1
2547,TWKNOW_order,order 1
2547,TWAUTO_order,order 1
2547,JOKE1_order,order 1
2547,CHOICE1_order,order 1
2547,WOMENOPPS_order,order 2
2547,FAIRTRT_order,order 1
2547,TALKREL_order,order 1
2549,SOCTRUST2_order,order 1
2549,CONGPOST_order,order 2
2549,GSSTRUST3_order,order 1
2549,POLCRCT_order,order 2
2549,ECONFAIR2_order,order 1
2549,IMMCULT2_order,order 2
2549,GSSTRUST2_order,order 2
2549,SNSSKEP_order,order 1
2549,QBELIEF3_order,order 1
2549,QBELIEF4_order,order 1
2549,TWKNOW_order,order 1
2549,TWAUTO_order,order 1
2549,JOKE1_order,order 2
2549,CHOICE1_order,order 1
2549,WOMENOPPS_order,order 2
2549,FAIRTRT_order,order 1
2549,TALKREL_order,order 2
2550,SOCTRUST2_order,order 1
2550,CONGPOST_order,
2550,GSSTRUST3_order,order 2
2550,POLCRCT_order,order 1
2550,ECONFAIR2_order,order 2
2550,IMMCULT2_order,order 1
2550,GSSTRUST2_order,order 1
2550,SNSSKEP_order,order 2
2550,QBELIEF3_order,order 2
2550,QBELIEF4_order,order 2
2550,TWKNOW_order,order 1
2550,TWAUTO_order,order 1
2550,JOKE1_order,order 1
2550,CHOICE1_order,order 1
2550,WOMENOPPS_order,order 1
2550,FAIRTRT_order,order 2
2550,TALKREL_order,order 1
2551,SOCTRUST2_order,order 1
2551,CONGPOST_order,order 1
2551,GSSTRUST3_order,order 2
2551,POLCRCT_order,order 1
2551,ECONFAIR2_order,order 1
2551,IMMCULT2_order,order 2
2551,GSSTRUST2_order,order 1
2551,SNSSKEP_order,order 1
2551,QBELIEF3_order,order 1
2551,QBELIEF4_order,order 1
2551,TWKNOW_order,order 2
2551,TWAUTO_order,order 2
2551,JOKE1_order,order 2
2551,CHOICE1_order,order 2
2551,WOMENOPPS_order,order 1
2551,FAIRTRT_order,order 1
2551,TALKREL_order,order 2
2552,SOCTRUST2_order,order 1
2552,CONGPOST_order,order 2
2552,GSSTRUST3_order,order 1
2552,POLCRCT_order,order 1
2552,ECONFAIR2_order,order 2
2552,IMMCULT2_order,order 1
2552,GSSTRUST2_order,order 1
2552,SNSSKEP_order,order 2
2552,QBELIEF3_order,order 2
2552,QBELIEF4_order,order 2
2552,TWKNOW_order,order 2
2552,TWAUTO_order,order 2
2552,JOKE1_order,order 1
2552,CHOICE1_order,order 1
2552,WOMENOPPS_order,order 2
2552,FAIRTRT_order,order 2
2552,TALKREL_order,order 1
2555,SOCTRUST2_order,order 1
2555,CONGPOST_order,order 1
2555,GSSTRUST3_order,order 2
2555,POLCRCT_order,order 2
2555,ECONFAIR2_order,order 1
2555,IMMCULT2_order,order 2
2555,GSSTRUST2_order,order 2
2555,SNSSKEP_order,order 1
2555,QBELIEF3_order,order 1
2555,QBELIEF4_order,order 1
2555,TWKNOW_order,order 1
2555,TWAUTO_order,order 2
2555,JOKE1_order,order 1
2555,CHOICE1_order,order 2
2555,WOMENOPPS_order,order 2
2555,FAIRTRT_order,order 1
2555,TALKREL_order,order 2
2556,SOCTRUST2_order,order 1
2556,CONGPOST_order,order 2
2556,GSSTRUST3_order,order 1
2556,POLCRCT_order,order 2
2556,ECONFAIR2_order,order 2
2556,IMMCULT2_order,order 2
2556,GSSTRUST2_order,order 1
2556,SNSSKEP_order,order 1
2556,QBELIEF3_order,order 2
2556,QBELIEF4_order,order 2
2556,TWKNOW_order,order 2
2556,TWAUTO_order,order 2
2556,JOKE1_order,order 2
2556,CHOICE1_order,order 1
2556,WOMENOPPS_order,order 2
2556,FAIRTRT_order,order 1
2556,TALKREL_order,order 1
2559,SOCTRUST2_order,order 1
2559,CONGPOST_order,order 2
2559,GSSTRUST3_order,order 1
2559,POLCRCT_order,order 1
2559,ECONFAIR2_order,order 2
2559,IMMCULT2_order,order 2
2559,GSSTRUST2_order,order 2
2559,SNSSKEP_order,order 1
2559,QBELIEF3_order,order 1
2559,QBELIEF4_order,order 1
2559,TWKNOW_order,order 1
2559,TWAUTO_order,order 1
2559,JOKE1_order,order 2
2559,CHOICE1_order,order 1
2559,WOMENOPPS_order,order 2
2559,FAIRTRT_order,order 1
2559,TALKREL_order,order 2
2561,SOCTRUST2_order,order 1
2561,CONGPOST_order,
2561,GSSTRUST3_order,order 1
2561,POLCRCT_order,order 2
2561,ECONFAIR2_order,order 1
2561,IMMCULT2_order,order 1
2561,GSSTRUST2_order,order 2
2561,SNSSKEP_order,order 1
2561,QBELIEF3_order,order 2
2561,QBELIEF4_order,order 2
2561,TWKNOW_order,order 1
2561,TWAUTO_order,order 2
2561,JOKE1_order,order 1
2561,CHOICE1_order,order 1
2561,WOMENOPPS_order,order 1
2561,FAIRTRT_order,order 2
2561,TALKREL_order,order 1
2562,SOCTRUST2_order,order 2
2562,CONGPOST_order,
2562,GSSTRUST3_order,order 2
2562,POLCRCT_order,order 1
2562,ECONFAIR2_order,order 1
2562,IMMCULT2_order,order 1
2562,GSSTRUST2_order,order 1
2562,SNSSKEP_order,order 1
2562,QBELIEF3_order,order 2
2562,QBELIEF4_order,order 2
2562,TWKNOW_order,order 1
2562,TWAUTO_order,order 1
2562,JOKE1_order,order 2
2562,CHOICE1_order,order 2
2562,WOMENOPPS_order,order 2
2562,FAIRTRT_order,order 1
2562,TALKREL_order,order 1
2563,SOCTRUST2_order,order 1
2563,CONGPOST_order,order 1
2563,GSSTRUST3_order,order 1
2563,POLCRCT_order,order 1
2563,ECONFAIR2_order,order 2
2563,IMMCULT2_order,order 1
2563,GSSTRUST2_order,order 2
2563,SNSSKEP_order,order 2
2563,QBELIEF3_order,order 2
2563,QBELIEF4_order,order 2
2563,TWKNOW_order,order 1
2563,TWAUTO_order,order 1
2563,JOKE1_order,order 2
2563,CHOICE1_order,order 2
2563,WOMENOPPS_order,order 2
2563,FAIRTRT_order,order 2
2563,TALKREL_order,order 2
2565,SOCTRUST2_order,order 2
2565,CONGPOST_order,order 2
2565,GSSTRUST3_order,order 2
2565,POLCRCT_order,order 2
2565,ECONFAIR2_order,order 2
2565,IMMCULT2_order,order 1
2565,GSSTRUST2_order,order 2
2565,SNSSKEP_order,order 2
2565,QBELIEF3_order,order 2
2565,QBELIEF4_order,order 2
2565,TWKNOW_order,order 2
2565,TWAUTO_order,order 2
2565,JOKE1_order,order 2
2565,CHOICE1_order,order 1
2565,WOMENOPPS_order,order 2
2565,FAIRTRT_order,order 1
2565,TALKREL_order,order 2
2567,SOCTRUST2_order,order 1
2567,CONGPOST_order,order 2
2567,GSSTRUST3_order,order 2
2567,POLCRCT_order,order 1
2567,ECONFAIR2_order,order 1
2567,IMMCULT2_order,order 1
2567,GSSTRUST2_order,order 2
2567,SNSSKEP_order,order 1
2567,QBELIEF3_order,order 2
2567,QBELIEF4_order,order 2
2567,TWKNOW_order,order 2
2567,TWAUTO_order,order 2
2567,JOKE1_order,order 2
2567,CHOICE1_order,order 2
2567,WOMENOPPS_order,order 2
2567,FAIRTRT_order,order 2
2567,TALKREL_order,order 2
2569,SOCTRUST2_order,order 1
2569,CONGPOST_order,order 2
2569,GSSTRUST3_order,order 2
2569,POLCRCT_order,order 1
2569,ECONFAIR2_order,order 2
2569,IMMCULT2_order,order 2
2569,GSSTRUST2_order,order 1
2569,SNSSKEP_order,order 2
2569,QBELIEF3_order,order 1
2569,QBELIEF4_order,order 1
2569,TWKNOW_order,order 2
2569,TWAUTO_order,order 2
2569,JOKE1_order,order 2
2569,CHOICE1_order,order 1
2569,WOMENOPPS_order,order 1
2569,FAIRTRT_order,order 1
2569,TALKREL_order,order 1
2570,SOCTRUST2_order,order 2
2570,CONGPOST_order,order 1
2570,GSSTRUST3_order,order 2
2570,POLCRCT_order,order 1
2570,ECONFAIR2_order,order 1
2570,IMMCULT2_order,order 2
2570,GSSTRUST2_order,order 1
2570,SNSSKEP_order,order 1
2570,QBELIEF3_order,order 2
2570,QBELIEF4_order,order 2
2570,TWKNOW_order,order 1
2570,TWAUTO_order,order 1
2570,JOKE1_order,order 2
2570,CHOICE1_order,order 2
2570,WOMENOPPS_order,order 2
2570,FAIRTRT_order,order 2
2570,TALKREL_order,order 2
2572,SOCTRUST2_order,order 1
2572,CONGPOST_order,order 2
2572,GSSTRUST3_order,order 1
2572,POLCRCT_order,order 2
2572,ECONFAIR2_order,order 2
2572,IMMCULT2_order,order 2
2572,GSSTRUST2_order,order 2
2572,SNSSKEP_order,order 2
2572,QBELIEF3_order,order 2
2572,QBELIEF4_order,order 2
2572,TWKNOW_order,order 1
2572,TWAUTO_order,order 2
2572,JOKE1_order,order 1
2572,CHOICE1_order,order 1
2572,WOMENOPPS_order,order 1
2572,FAIRTRT_order,order 1
2572,TALKREL_order,order 1
2573,SOCTRUST2_order,order 2
2573,CONGPOST_order,
2573,GSSTRUST3_order,order 2
2573,POLCRCT_order,order 1
2573,ECONFAIR2_order,order 1
2573,IMMCULT2_order,order 1
2573,GSSTRUST2_order,order 2
2573,SNSSKEP_order,order 1
2573,QBELIEF3_order,order 1
2573,QBELIEF4_order,order 1
2573,TWKNOW_order,order 2
2573,TWAUTO_order,order 1
2573,JOKE1_order,order 2
2573,CHOICE1_order,order 2
2573,WOMENOPPS_order,order 2
2573,FAIRTRT_order,order 1
2573,TALKREL_order,order 2
2576,SOCTRUST2_order,order 2
2576,CONGPOST_order,order 1
2576,GSSTRUST3_order,order 1
2576,POLCRCT_order,order 1
2576,ECONFAIR2_order,order 1
2576,IMMCULT2_order,order 1
2576,GSSTRUST2_order,order 2
2576,SNSSKEP_order,order 1
2576,QBELIEF3_order,order 1
2576,QBELIEF4_order,order 1
2576,TWKNOW_order,order 1
2576,TWAUTO_order,order 2
2576,JOKE1_order,order 2
2576,CHOICE1_order,order 1
2576,WOMENOPPS_order,order 2
2576,FAIRTRT_order,order 1
2576,TALKREL_order,order 1
2577,SOCTRUST2_order,order 2
2577,CONGPOST_order,order 1
2577,GSSTRUST3_order,order 2
2577,POLCRCT_order,order 1
2577,ECONFAIR2_order,order 2
2577,IMMCULT2_order,order 2
2577,GSSTRUST2_order,order 2
2577,SNSSKEP_order,order 2
2577,QBELIEF3_order,order 2
2577,QBELIEF4_order,order 2
2577,TWKNOW_order,order 1
2577,TWAUTO_order,order 2
2577,JOKE1_order,order 2
2577,CHOICE1_order,order 2
2577,WOMENOPPS_order,order 2
2577,FAIRTRT_order,order 1
2577,TALKREL_order,order 2
2578,SOCTRUST2_order,order 2
2578,CONGPOST_order,
2578,GSSTRUST3_order,order 2
2578,POLCRCT_order,order 2
2578,ECONFAIR2_order,order 2
2578,IMMCULT2_order,order 2
2578,GSSTRUST2_order,order 1
2578,SNSSKEP_order,order 2
2578,QBELIEF3_order,order 2
2578,QBELIEF4_order,order 2
2578,TWKNOW_order,order 1
2578,TWAUTO_order,order 2
2578,JOKE1_order,order 2
2578,CHOICE1_order,order 1
2578,WOMENOPPS_order,order 2
2578,FAIRTRT_order,order 1
2578,TALKREL_order,order 1
2579,SOCTRUST2_order,order 2
2579,CONGPOST_order,order 1
2579,GSSTRUST3_order,order 2
2579,POLCRCT_order,order 2
2579,ECONFAIR2_order,order 2
2579,IMMCULT2_order,order 2
2579,GSSTRUST2_order,order 2
2579,SNSSKEP_order,order 1
2579,QBELIEF3_order,order 2
2579,QBELIEF4_order,order 2
2579,TWKNOW_order,order 1
2579,TWAUTO_order,order 2
2579,JOKE1_order,order 1
2579,CHOICE1_order,order 1
2579,WOMENOPPS_order,order 1
2579,FAIRTRT_order,order 2
2579,TALKREL_order,order 1
2580,SOCTRUST2_order,order 1
2580,CONGPOST_order,order 1
2580,GSSTRUST3_order,order 1
2580,POLCRCT_order,order 1
2580,ECONFAIR2_order,order 2
2580,IMMCULT2_order,order 2
2580,GSSTRUST2_order,order 2
2580,SNSSKEP_order,order 1
2580,QBELIEF3_order,order 2
2580,QBELIEF4_order,order 2
2580,TWKNOW_order,order 1
2580,TWAUTO_order,order 2
2580,JOKE1_order,order 2
2580,CHOICE1_order,order 1
2580,WOMENOPPS_order,order 2
2580,FAIRTRT_order,order 2
2580,TALKREL_order,order 1
2581,SOCTRUST2_order,order 2
2581,CONGPOST_order,order 1
2581,GSSTRUST3_order,order 1
2581,POLCRCT_order,order 1
2581,ECONFAIR2_order,order 1
2581,IMMCULT2_order,order 1
2581,GSSTRUST2_order,order 1
2581,SNSSKEP_order,order 2
2581,QBELIEF3_order,order 1
2581,QBELIEF4_order,order 1
2581,TWKNOW_order,order 1
2581,TWAUTO_order,order 2
2581,JOKE1_order,order 2
2581,CHOICE1_order,order 2
2581,WOMENOPPS_order,order 1
2581,FAIRTRT_order,order 2
2581,TALKREL_order,order 2
2582,SOCTRUST2_order,order 2
2582,CONGPOST_order,order 1
2582,GSSTRUST3_order,order 2
2582,POLCRCT_order,order 2
2582,ECONFAIR2_order,order 1
2582,IMMCULT2_order,order 1
2582,GSSTRUST2_order,order 2
2582,SNSSKEP_order,order 1
2582,QBELIEF3_order,order 1
2582,QBELIEF4_order,order 1
2582,TWKNOW_order,order 1
2582,TWAUTO_order,order 2
2582,JOKE1_order,order 2
2582,CHOICE1_order,order 2
2582,WOMENOPPS_order,order 2
2582,FAIRTRT_order,order 1
2582,TALKREL_order,order 2
2583,SOCTRUST2_order,order 2
2583,CONGPOST_order,order 1
2583,GSSTRUST3_order,order 1
2583,POLCRCT_order,order 2
2583,ECONFAIR2_order,order 2
2583,IMMCULT2_order,order 1
2583,GSSTRUST2_order,order 1
2583,SNSSKEP_order,order 2
2583,QBELIEF3_order,order 2
2583,QBELIEF4_order,order 2
2583,TWKNOW_order,order 1
2583,TWAUTO_order,order 2
2583,JOKE1_order,order 1
2583,CHOICE1_order,order 2
2583,WOMENOPPS_order,order 2
2583,FAIRTRT_order,order 1
2583,TALKREL_order,order 2
2584,SOCTRUST2_order,order 1
2584,CONGPOST_order,order 2
2584,GSSTRUST3_order,order 2
2584,POLCRCT_order,order 1
2584,ECONFAIR2_order,order 1
2584,IMMCULT2_order,order 2
2584,GSSTRUST2_order,order 2
2584,SNSSKEP_order,order 2
2584,QBELIEF3_order,order 1
2584,QBELIEF4_order,order 1
2584,TWKNOW_order,order 2
2584,TWAUTO_order,order 1
2584,JOKE1_order,order 1
2584,CHOICE1_order,order 1
2584,WOMENOPPS_order,order 1
2584,FAIRTRT_order,order 2
2584,TALKREL_order,order 2
2586,SOCTRUST2_order,order 2
2586,CONGPOST_order,order 1
2586,GSSTRUST3_order,order 1
2586,POLCRCT_order,order 1
2586,ECONFAIR2_order,order 1
2586,IMMCULT2_order,order 2
2586,GSSTRUST2_order,order 1
2586,SNSSKEP_order,order 2
2586,QBELIEF3_order,order 2
2586,QBELIEF4_order,order 2
2586,TWKNOW_order,order 1
2586,TWAUTO_order,order 2
2586,JOKE1_order,order 2
2586,CHOICE1_order,order 2
2586,WOMENOPPS_order,order 1
2586,FAIRTRT_order,order 1
2586,TALKREL_order,order 2
2587,SOCTRUST2_order,order 1
2587,CONGPOST_order,order 1
2587,GSSTRUST3_order,order 1
2587,POLCRCT_order,order 2
2587,ECONFAIR2_order,order 2
2587,IMMCULT2_order,order 1
2587,GSSTRUST2_order,order 1
2587,SNSSKEP_order,order 2
2587,QBELIEF3_order,order 1
2587,QBELIEF4_order,order 1
2587,TWKNOW_order,order 2
2587,TWAUTO_order,order 1
2587,JOKE1_order,order 2
2587,CHOICE1_order,order 1
2587,WOMENOPPS_order,order 2
2587,FAIRTRT_order,order 1
2587,TALKREL_order,order 1
2588,SOCTRUST2_order,order 1
2588,CONGPOST_order,order 2
2588,GSSTRUST3_order,order 1
2588,POLCRCT_order,order 2
2588,ECONFAIR2_order,order 1
2588,IMMCULT2_order,order 2
2588,GSSTRUST2_order,order 1
2588,SNSSKEP_order,order 1
2588,QBELIEF3_order,order 2
2588,QBELIEF4_order,order 2
2588,TWKNOW_order,order 1
2588,TWAUTO_order,order 2
2588,JOKE1_order,order 1
2588,CHOICE1_order,order 2
2588,WOMENOPPS_order,order 2
2588,FAIRTRT_order,order 1
2588,TALKREL_order,order 1
2590,SOCTRUST2_order,order 2
2590,CONGPOST_order,order 2
2590,GSSTRUST3_order,order 2
2590,POLCRCT_order,order 2
2590,ECONFAIR2_order,order 1
2590,IMMCULT2_order,order 1
2590,GSSTRUST2_order,order 2
2590,SNSSKEP_order,order 1
2590,QBELIEF3_order,order 1
2590,QBELIEF4_order,order 1
2590,TWKNOW_order,order 1
2590,TWAUTO_order,order 2
2590,JOKE1_order,order 1
2590,CHOICE1_order,order 2
2590,WOMENOPPS_order,order 1
2590,FAIRTRT_order,order 1
2590,TALKREL_order,order 2
2591,SOCTRUST2_order,order 2
2591,CONGPOST_order,order 2
2591,GSSTRUST3_order,order 2
2591,POLCRCT_order,order 1
2591,ECONFAIR2_order,order 1
2591,IMMCULT2_order,order 1
2591,GSSTRUST2_order,order 2
2591,SNSSKEP_order,order 2
2591,QBELIEF3_order,order 2
2591,QBELIEF4_order,order 2
2591,TWKNOW_order,order 1
2591,TWAUTO_order,order 1
2591,JOKE1_order,order 2
2591,CHOICE1_order,order 2
2591,WOMENOPPS_order,order 2
2591,FAIRTRT_order,order 2
2591,TALKREL_order,order 1
2592,SOCTRUST2_order,order 1
2592,CONGPOST_order,order 1
2592,GSSTRUST3_order,order 2
2592,POLCRCT_order,order 2
2592,ECONFAIR2_order,order 2
2592,IMMCULT2_order,order 1
2592,GSSTRUST2_order,order 1
2592,SNSSKEP_order,order 1
2592,QBELIEF3_order,order 1
2592,QBELIEF4_order,order 1
2592,TWKNOW_order,order 1
2592,TWAUTO_order,order 2
2592,JOKE1_order,order 1
2592,CHOICE1_order,order 1
2592,WOMENOPPS_order,order 1
2592,FAIRTRT_order,order 1
2592,TALKREL_order,order 2
2593,SOCTRUST2_order,order 2
2593,CONGPOST_order,order 1
2593,GSSTRUST3_order,order 2
2593,POLCRCT_order,order 1
2593,ECONFAIR2_order,order 1
2593,IMMCULT2_order,order 1
2593,GSSTRUST2_order,order 2
2593,SNSSKEP_order,order 1
2593,QBELIEF3_order,order 1
2593,QBELIEF4_order,order 1
2593,TWKNOW_order,order 1
2593,TWAUTO_order,order 2
2593,JOKE1_order,order 1
2593,CHOICE1_order,order 2
2593,WOMENOPPS_order,order 2
2593,FAIRTRT_order,order 1
2593,TALKREL_order,order 1
2594,SOCTRUST2_order,order 1
2594,CONGPOST_order,order 1
2594,GSSTRUST3_order,order 2
2594,POLCRCT_order,order 1
2594,ECONFAIR2_order,order 1
2594,IMMCULT2_order,order 1
2594,GSSTRUST2_order,order 2
2594,SNSSKEP_order,order 2
2594,QBELIEF3_order,order 2
2594,QBELIEF4_order,order 2
2594,TWKNOW_order,order 1
2594,TWAUTO_order,order 1
2594,JOKE1_order,order 2
2594,CHOICE1_order,order 2
2594,WOMENOPPS_order,order 1
2594,FAIRTRT_order,order 1
2594,TALKREL_order,order 1
2595,SOCTRUST2_order,order 1
2595,CONGPOST_order,order 1
